loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,int_rate2,int_rate3
2325,2325,36,7.62,72.46,0.0,RENT,36000.0,1.0,debt_consolidation,TX,12.63,0.0,0.0,6.0,3117.0,7.0,1106.52,1440.0,1218.48,221.52,0.0762,7.62
9500,9500,36,16.29,335.36,8.0,MORTGAGE,89000.0,1.0,debt_consolidation,GA,25.98,3.0,9.0,9.0,6539.0,39.0,4796.38,6703.4,4703.63,1999.77,0.1629,16.29
11200,11200,36,16.29,395.37,5.0,RENT,84000.0,1.0,debt_consolidation,DC,11.6,5.0,13.0,15.0,13276.0,23.0,5652.43,7906.2,5547.57,2358.63,0.1629,16.29
7200,7200,36,9.76,231.52,2.0,RENT,36243.0,1.0,debt_consolidation,NC,5.07,0.0,0.0,8.0,11661.0,23.0,0.0,8059.08,7200.0,859.08,0.09759999999999999,9.76
25000,25000,60,23.33,709.51,8.0,MORTGAGE,56000.0,1.0,debt_consolidation,VA,9.94,0.0,24.0,7.0,10785.0,21.0,14615.54,19146.33,10384.46,8761.87,0.23329999999999998,23.33
27900,27900,36,17.27,998.47,10.0,MORTGAGE,110000.0,1.0,credit_card,MD,17.32,0.0,0.0,17.0,22834.0,47.0,14183.96,19962.0,13716.04,6245.96,0.1727,17.27
12000,12000,36,13.99,410.08,7.0,MORTGAGE,70000.0,1.0,home_improvement,PA,16.56,0.0,35.0,7.0,14628.0,18.0,5968.19,8186.77,6031.81,2154.96,0.1399,13.99
21000,21000,36,12.12,698.71,6.0,MORTGAGE,81000.0,1.0,credit_card,CA,8.32,0.0,0.0,16.0,20034.0,33.0,10277.94,13970.21,10722.06,3248.15,0.12119999999999999,12.12
8800,8800,36,15.31,306.4,0.0,RENT,18000.0,0.0,medical,IL,29.2,0.0,61.0,12.0,4434.0,26.0,0.0,3156.27,1838.47,918.32,0.1531,15.31
12000,12000,36,12.12,399.26,10.0,MORTGAGE,130000.0,1.0,credit_card,GA,16.66,0.0,53.0,21.0,49802.0,60.0,5878.98,7975.32,6121.02,1854.3,0.12119999999999999,12.12
22000,22000,36,15.31,765.99,0.0,MORTGAGE,145000.0,1.0,debt_consolidation,CA,17.25,0.0,0.0,12.0,34149.0,33.0,11640.99,14552.1,10359.0,4193.1,0.1531,15.31
17000,17000,36,11.14,557.69,6.0,RENT,120000.0,1.0,debt_consolidation,NY,6.75,2.0,10.0,22.0,16928.0,44.0,11502.01,7249.97,5497.99,1751.98,0.1114,11.14
20000,20000,36,7.62,623.23,10.0,MORTGAGE,70000.0,0.0,debt_consolidation,MA,12.27,0.0,0.0,10.0,4738.0,21.0,0.0,8711.08,7229.64,1481.44,0.0762,7.62
9000,9000,36,7.62,280.46,3.0,MORTGAGE,46000.0,1.0,credit_card,MO,15.1,0.0,0.0,10.0,9113.0,18.0,4282.43,5575.4,4717.57,857.83,0.0762,7.62
2500,2500,36,8.9,79.39,6.0,MORTGAGE,45000.0,1.0,medical,OH,14.4,0.0,0.0,9.0,7638.0,18.0,0.0,2571.82,2500.0,71.82,0.08900000000000001,8.9
6000,6000,36,13.99,205.04,5.0,MORTGAGE,120000.0,1.0,home_improvement,WY,12.98,0.0,79.0,9.0,8230.0,17.0,2984.33,4090.8,3015.67,1075.13,0.1399,13.99
8800,8800,36,12.12,292.8,4.0,RENT,45000.0,1.0,credit_card,NY,9.36,0.0,0.0,8.0,8302.0,15.0,4309.04,5851.4,4490.96,1360.44,0.12119999999999999,12.12
13000,13000,36,6.03,395.67,6.0,MORTGAGE,53000.0,1.0,credit_card,NY,13.18,0.0,0.0,12.0,11418.0,20.0,6070.97,7910.0,6929.03,980.97,0.0603,6.03
8725,8725,36,13.11,294.45,4.0,RENT,49000.0,1.0,debt_consolidation,WI,17.76,1.0,21.0,8.0,5862.0,15.0,4304.58,5883.8,4420.42,1463.38,0.1311,13.11
4500,4500,36,19.22,165.46,0.0,RENT,40000.0,0.0,debt_consolidation,MI,7.35,0.0,0.0,3.0,6394.0,7.0,0.0,1531.9,787.46,531.42,0.19219999999999998,19.22
17500,17500,36,7.9,547.58,9.0,MORTGAGE,51866.93,0.0,debt_consolidation,TX,29.5,0.0,0.0,16.0,16658.0,25.0,0.0,1094.76,867.27,227.49,0.079,7.9
4800,4800,36,13.67,163.29,3.0,RENT,90000.0,1.0,major_purchase,CA,6.55,0.0,0.0,8.0,10777.0,8.0,2377.18,3264.0,2422.82,841.18,0.1367,13.67
7375,7375,36,18.25,267.55,0.0,RENT,15840.0,1.0,debt_consolidation,NJ,8.11,0.0,0.0,10.0,5366.0,20.0,3789.18,5328.96,3585.82,1743.14,0.1825,18.25
5000,5000,60,12.12,111.53,10.0,MORTGAGE,70000.0,1.0,debt_consolidation,WA,6.34,0.0,30.0,5.0,1171.0,8.0,3657.28,2226.6,1342.72,883.88,0.12119999999999999,12.12
22750,22750,60,15.8,550.83,10.0,MORTGAGE,58760.0,1.0,debt_consolidation,TX,30.12,0.0,0.0,10.0,36701.0,24.0,17374.11,10448.48,5375.89,5072.59,0.158,15.8
9000,9000,60,10.74,194.52,7.0,MORTGAGE,86316.0,1.0,other,MI,22.52,0.0,0.0,8.0,43366.0,25.0,6516.36,3889.8,2483.64,1406.16,0.1074,10.74
12000,12000,36,14.65,413.94,3.0,RENT,41000.0,1.0,debt_consolidation,FL,22.51,0.0,0.0,11.0,14503.0,18.0,5992.99,8265.0,6007.01,2257.99,0.1465,14.65
3000,3000,36,6.03,91.31,10.0,MORTGAGE,75000.0,1.0,major_purchase,WV,13.68,0.0,0.0,9.0,1339.0,29.0,1401.1,1825.25,1598.9,226.35,0.0603,6.03
7000,7000,36,12.12,232.91,10.0,MORTGAGE,150000.0,1.0,other,FL,18.88,0.0,81.0,17.0,28962.0,28.0,0.0,7576.13,7000.0,576.13,0.12119999999999999,12.12
9200,9200,60,7.9,186.11,10.0,MORTGAGE,49250.0,1.0,debt_consolidation,OH,9.72,0.0,0.0,9.0,17816.0,20.0,6532.33,3713.0,2667.67,1045.33,0.079,7.9
1800,1800,36,13.11,60.75,2.0,RENT,31000.0,1.0,credit_card,AZ,18.98,0.0,0.0,18.0,4890.0,22.0,940.07,1151.01,859.93,291.08,0.1311,13.11
14075,14075,36,19.22,517.51,5.0,RENT,41000.0,1.0,debt_consolidation,NY,20.65,1.0,6.0,24.0,16473.0,27.0,7260.07,10339.56,6814.93,3524.63,0.19219999999999998,19.22
12250,12250,60,15.31,293.43,0.0,MORTGAGE,300000.0,1.0,debt_consolidation,NJ,1.25,1.0,13.0,7.0,5506.0,19.0,0.0,12706.15,12250.0,456.15,0.1531,15.31
12000,12000,36,14.65,413.94,7.0,RENT,66000.0,1.0,credit_card,CA,16.55,0.0,0.0,11.0,11260.0,12.0,5992.84,8265.12,6007.16,2257.96,0.1465,14.65
5000,5000,36,6.03,152.18,0.0,RENT,20400.0,1.0,other,NY,23.12,0.0,0.0,10.0,13281.0,15.0,0.0,5097.19,5000.0,97.19,0.0603,6.03
26500,18000,36,8.9,571.56,2.0,MORTGAGE,175000.0,1.0,small_business,NJ,20.22,0.0,0.0,8.0,38808.0,14.0,8598.28,11424.93,9401.72,2023.21,0.08900000000000001,8.9
15000,15000,36,6.03,456.54,10.0,OTHER,60000.0,1.0,debt_consolidation,NJ,13.32,0.0,0.0,11.0,9638.0,35.0,7424.48,8670.08,7575.52,1094.56,0.0603,6.03
19750,19750,36,13.99,674.92,0.0,OTHER,46913.0,1.0,credit_card,RI,10.19,0.0,53.0,12.0,12067.0,35.0,9803.54,13492.51,9946.46,3546.05,0.1399,13.99
5000,5000,36,16.29,176.51,2.0,MORTGAGE,115000.0,1.0,debt_consolidation,MD,10.01,0.0,0.0,11.0,10078.0,30.0,0.0,6052.02,5000.0,1052.02,0.1629,16.29
31800,31800,36,21.97,1213.97,8.0,RENT,125000.0,0.0,renewable_energy,CA,17.89,1.0,19.0,16.0,32500.0,24.0,0.0,11223.83,5386.88,4319.04,0.21969999999999998,21.97
10000,10000,36,15.31,348.18,10.0,RENT,52000.0,1.0,debt_consolidation,FL,10.36,0.0,39.0,8.0,3657.0,17.0,5010.89,6962.46,4989.11,1973.35,0.1531,15.31
4800,4800,36,17.27,171.78,3.0,RENT,51630.0,1.0,other,VA,24.68,0.0,30.0,15.0,11399.0,35.0,0.0,5574.91,4800.0,774.91,0.1727,17.27
10500,10500,36,17.27,375.77,10.0,RENT,54257.0,1.0,debt_consolidation,CT,15.48,0.0,0.0,13.0,16783.0,20.0,0.0,11737.46,10500.0,1237.46,0.1727,17.27
9000,9000,36,9.76,289.4,0.0,RENT,32000.0,1.0,debt_consolidation,NJ,13.99,0.0,0.0,8.0,9453.0,19.0,4580.7,5494.23,4419.3,1074.93,0.09759999999999999,9.76
12000,12000,36,18.75,438.36,10.0,MORTGAGE,130000.0,1.0,debt_consolidation,AZ,26.29,0.0,0.0,12.0,63450.0,20.0,6172.27,8753.71,5827.73,2925.98,0.1875,18.75
10000,10000,36,14.65,344.95,9.0,MORTGAGE,45000.0,1.0,home_improvement,FL,8.67,0.0,0.0,7.0,10865.0,9.0,4995.82,6885.13,5004.18,1880.95,0.1465,14.65
3000,3000,36,12.12,99.82,3.0,MORTGAGE,50000.0,1.0,other,CA,18.67,2.0,6.0,8.0,1218.0,10.0,1470.21,1993.17,1529.79,463.38,0.12119999999999999,12.12
12000,12000,36,17.99,433.77,5.0,RENT,53000.0,1.0,debt_consolidation,CA,16.66,0.0,0.0,7.0,14000.0,12.0,6472.64,8233.08,5527.36,2705.72,0.17989999999999998,17.99
6000,6000,36,18.55,218.58,0.0,MORTGAGE,60000.0,1.0,small_business,CA,34.5,0.0,0.0,24.0,43111.0,62.0,3247.1,4150.74,2752.9,1397.84,0.1855,18.55
20000,20000,60,22.78,561.29,2.0,MORTGAGE,60000.0,1.0,credit_card,AL,20.52,0.0,80.0,14.0,20910.0,37.0,0.0,24970.87,20000.0,4970.87,0.2278,22.78
9625,9625,36,14.65,332.01,3.0,RENT,80000.0,1.0,debt_consolidation,CA,18.68,3.0,6.0,5.0,365.0,12.0,4803.59,6633.74,4821.41,1812.33,0.1465,14.65
6000,6000,36,12.12,199.63,5.0,RENT,45000.0,0.0,debt_consolidation,CA,5.55,0.0,0.0,7.0,7378.0,10.0,0.0,535.48,138.77,60.49,0.12119999999999999,12.12
25900,25900,36,19.99,962.41,10.0,RENT,89232.0,0.0,debt_consolidation,CA,3.23,0.0,0.0,7.0,17718.0,9.0,0.0,4327.19,1608.84,1275.32,0.1999,19.99
10000,10000,36,12.12,332.72,4.0,RENT,32000.0,1.0,debt_consolidation,CA,7.84,0.0,47.0,12.0,7230.0,29.0,5175.14,6319.21,4824.86,1494.35,0.12119999999999999,12.12
22000,22000,36,13.67,748.39,4.0,RENT,110000.0,1.0,debt_consolidation,NY,7.76,0.0,54.0,13.0,7246.0,23.0,11145.81,14516.4,10854.19,3662.21,0.1367,13.67
6300,6300,36,15.31,219.35,4.0,MORTGAGE,43000.0,0.0,credit_card,MO,23.83,0.0,0.0,8.0,7161.0,13.0,0.0,1643.38,858.8,456.96,0.1531,15.31
21850,21850,36,6.62,670.88,10.0,MORTGAGE,45000.0,1.0,other,FL,23.79,0.0,0.0,7.0,2559.0,22.0,0.0,22527.19,21850.0,677.19,0.0662,6.62
8000,8000,36,12.12,266.18,4.0,MORTGAGE,30000.0,1.0,credit_card,GA,23.16,0.0,33.0,11.0,8625.0,23.0,3915.59,5321.7,4084.41,1237.29,0.12119999999999999,12.12
3000,3000,36,7.9,93.88,10.0,MORTGAGE,118000.0,1.0,home_improvement,FL,23.73,0.0,0.0,9.0,35082.0,33.0,1424.25,1873.61,1575.75,297.86,0.079,7.9
24000,24000,36,10.16,776.22,10.0,MORTGAGE,65000.0,1.0,debt_consolidation,OH,15.53,0.0,58.0,11.0,17882.0,26.0,0.0,26642.6,24000.0,2642.6,0.1016,10.16
5000,5000,36,14.33,171.7,4.0,RENT,41000.0,1.0,debt_consolidation,VA,8.9,0.0,59.0,16.0,1446.0,41.0,1452.58,4414.62,3547.42,867.2,0.1433,14.33
7000,7000,36,17.27,250.52,8.0,MORTGAGE,75000.0,1.0,debt_consolidation,FL,15.66,0.0,0.0,8.0,8514.0,20.0,3569.69,4992.16,3430.31,1561.85,0.1727,17.27
10000,10000,36,12.12,332.72,5.0,RENT,60000.0,1.0,credit_card,IL,10.1,0.0,36.0,7.0,7438.0,13.0,5175.87,6318.26,4824.13,1494.13,0.12119999999999999,12.12
9000,9000,36,13.11,303.73,7.0,RENT,41600.0,1.0,debt_consolidation,IL,12.67,0.0,0.0,13.0,11103.0,14.0,4441.77,6067.19,4558.23,1508.96,0.1311,13.11
5000,5000,36,11.14,164.03,3.0,OTHER,48500.0,1.0,home_improvement,WV,30.85,0.0,0.0,10.0,8360.0,26.0,0.0,5341.07,5000.0,341.07,0.1114,11.14
8325,8325,36,15.31,289.86,10.0,RENT,65000.0,1.0,other,FL,15.27,1.0,22.0,8.0,2485.0,27.0,4404.82,5506.96,3920.18,1586.78,0.1531,15.31
2000,2000,36,12.12,66.55,0.0,RENT,8832.0,1.0,major_purchase,NJ,19.02,0.0,0.0,5.0,2606.0,11.0,980.02,1328.91,1019.98,308.93,0.12119999999999999,12.12
25000,25000,36,15.31,870.44,10.0,MORTGAGE,77000.0,1.0,credit_card,KS,11.82,0.0,34.0,10.0,25581.0,25.0,12526.49,17407.28,12473.51,4933.77,0.1531,15.31
20000,20000,36,16.29,706.01,10.0,MORTGAGE,150000.0,1.0,debt_consolidation,CA,6.38,2.0,7.0,10.0,7953.0,21.0,10094.42,14117.16,9905.58,4211.58,0.1629,16.29
35000,35000,60,23.63,999.38,4.0,MORTGAGE,179000.0,1.0,debt_consolidation,CO,25.72,0.0,0.0,13.0,39614.0,39.0,27953.08,18965.09,7046.92,11918.17,0.23629999999999998,23.63
25000,25000,60,21.0,676.34,10.0,MORTGAGE,168000.0,1.0,credit_card,IL,14.36,0.0,0.0,16.0,29576.0,58.0,19353.13,13492.98,5646.87,7846.11,0.21,21.0
19900,19900,36,13.11,671.57,6.0,MORTGAGE,86284.0,1.0,debt_consolidation,PA,19.21,2.0,10.0,13.0,28940.0,26.0,10369.83,12756.79,9530.17,3226.62,0.1311,13.11
7150,7150,36,11.14,234.56,10.0,MORTGAGE,58000.0,1.0,credit_card,MI,23.36,0.0,0.0,12.0,11763.0,31.0,926.4,7190.52,6223.6,966.92,0.1114,11.14
11875,11875,36,17.77,427.95,0.0,OTHER,40000.0,1.0,debt_consolidation,GA,23.04,0.0,0.0,9.0,11881.0,18.0,6391.1,8129.15,5483.9,2645.25,0.1777,17.77
12375,12375,36,17.77,445.96,7.0,MORTGAGE,80000.0,1.0,house,NC,18.48,2.0,9.0,4.0,313.0,16.0,6660.59,8470.96,5714.41,2756.55,0.1777,17.77
4325,4325,36,17.77,155.87,2.0,MORTGAGE,42968.0,0.0,debt_consolidation,MI,19.61,0.0,0.0,8.0,2614.0,11.0,0.0,548.86,184.81,126.59,0.1777,17.77
26000,26000,36,21.98,992.69,0.0,RENT,120000.0,1.0,credit_card,HI,12.22,0.0,0.0,14.0,39537.0,15.0,14395.7,18849.9,11604.3,7245.6,0.2198,21.98
10800,10800,36,14.09,369.6,7.0,RENT,29000.0,1.0,debt_consolidation,VA,32.68,0.0,0.0,5.0,7413.0,6.0,5668.99,7036.4,5131.01,1886.92,0.1409,14.09
25000,25000,36,12.12,831.8,10.0,RENT,150000.0,1.0,debt_consolidation,NY,12.33,0.0,0.0,17.0,27806.0,30.0,12935.74,15800.78,12064.26,3736.52,0.12119999999999999,12.12
30000,30000,36,7.9,938.71,3.0,MORTGAGE,296000.0,1.0,debt_consolidation,NJ,4.97,0.0,0.0,9.0,34641.0,27.0,15054.45,17830.93,14945.55,2885.38,0.079,7.9
30000,30000,36,18.49,1091.97,6.0,MORTGAGE,100000.0,1.0,debt_consolidation,NV,20.0,0.0,53.0,12.0,10335.0,28.0,16231.35,20733.18,13768.65,6964.53,0.18489999999999998,18.49
18000,18000,60,18.75,464.46,1.0,MORTGAGE,60000.0,1.0,credit_card,CA,13.46,0.0,0.0,6.0,12715.0,8.0,13992.39,8804.79,4007.61,4797.18,0.1875,18.75
11700,11700,36,18.49,425.87,9.0,RENT,35000.0,0.0,debt_consolidation,VA,34.46,0.0,40.0,10.0,1708.0,20.0,0.0,4361.04,2346.33,1477.95,0.18489999999999998,18.49
16000,16000,36,13.11,539.96,8.0,RENT,110000.0,1.0,debt_consolidation,NY,5.35,0.0,0.0,7.0,15774.0,12.0,8348.55,10241.95,7651.45,2590.5,0.1311,13.11
8975,8975,36,15.31,312.49,10.0,RENT,89000.0,0.0,small_business,FL,11.21,7.0,8.0,9.0,1400.0,39.0,0.0,2499.68,1656.27,843.41,0.1531,15.31
20000,20000,60,23.76,572.58,7.0,MORTGAGE,59000.0,1.0,debt_consolidation,WA,23.04,0.0,0.0,8.0,16419.0,11.0,15992.46,10830.19,4007.54,6822.65,0.2376,23.76
12000,12000,36,13.11,404.97,10.0,MORTGAGE,52000.03,1.0,debt_consolidation,TX,20.79,0.0,0.0,12.0,9946.0,36.0,6261.66,7681.13,5738.34,1942.79,0.1311,13.11
6000,6000,36,14.09,205.33,0.0,RENT,60000.0,1.0,credit_card,TX,16.16,0.0,62.0,5.0,3516.0,20.0,2984.89,4098.81,3015.11,1083.7,0.1409,14.09
20675,20675,60,22.47,576.56,4.0,RENT,52378.0,1.0,debt_consolidation,NY,24.47,0.0,0.0,10.0,21960.0,14.0,16405.0,10941.91,4270.0,6671.91,0.22469999999999998,22.47
8875,8875,36,17.77,319.83,6.0,OTHER,57200.0,1.0,credit_card,FL,34.22,1.0,22.0,8.0,9049.0,20.0,4528.5,6393.75,4346.5,2047.25,0.1777,17.77
12000,12000,36,12.12,399.26,6.0,RENT,42000.0,1.0,credit_card,TX,31.69,0.0,78.0,13.0,14952.0,19.0,0.0,13081.11,12000.0,1081.11,0.12119999999999999,12.12
10950,10950,36,16.29,386.54,8.0,RENT,38000.0,1.0,debt_consolidation,VA,19.17,0.0,0.0,13.0,9149.0,14.0,5838.33,7336.47,5111.67,2224.8,0.1629,16.29
10000,10000,36,15.8,350.59,9.0,MORTGAGE,72000.0,1.0,debt_consolidation,PA,12.52,0.0,38.0,8.0,10791.0,22.0,5319.6,6645.82,4680.4,1965.42,0.158,15.8
20000,20000,60,18.49,513.22,10.0,MORTGAGE,120000.0,1.0,debt_consolidation,NV,7.76,0.0,0.0,15.0,8145.0,15.0,15518.65,9739.97,4481.36,5258.61,0.18489999999999998,18.49
22800,22800,60,20.49,610.3,10.0,OTHER,57000.0,1.0,debt_consolidation,DE,14.05,0.0,32.0,7.0,18521.0,28.0,0.0,23189.87,22800.0,389.87,0.20489999999999997,20.49
9000,9000,36,8.9,285.78,2.0,RENT,80000.0,1.0,debt_consolidation,AZ,18.84,0.0,28.0,16.0,8335.0,46.0,4553.29,5424.12,4446.71,977.41,0.08900000000000001,8.9
3000,3000,36,11.14,98.42,8.0,RENT,28000.0,1.0,vacation,OK,20.4,1.0,19.0,16.0,13139.0,33.0,1541.32,1869.6,1458.68,410.92,0.1114,11.14
18250,18250,60,17.27,456.22,6.0,MORTGAGE,90000.0,1.0,home_improvement,MI,6.09,1.0,16.0,6.0,460.0,14.0,0.0,20509.44,18250.0,2259.44,0.1727,17.27
3000,3000,36,14.09,102.67,0.0,MORTGAGE,32500.0,1.0,home_improvement,AR,14.44,0.0,26.0,9.0,4171.0,20.0,1577.85,1945.03,1422.15,522.88,0.1409,14.09
9600,9600,36,10.16,310.49,10.0,MORTGAGE,100000.0,1.0,debt_consolidation,NJ,10.44,1.0,8.0,14.0,10926.0,24.0,4913.04,5878.79,4686.95,1191.84,0.1016,10.16
17000,17000,36,14.09,581.77,1.0,MORTGAGE,125000.0,1.0,debt_consolidation,CT,11.14,0.0,52.0,14.0,9779.0,21.0,8923.63,11046.03,8076.37,2969.66,0.1409,14.09
5500,5500,36,12.12,183.0,0.0,RENT,26500.0,1.0,credit_card,GA,7.02,0.0,0.0,5.0,2335.0,7.0,0.0,6060.13,5500.0,560.13,0.12119999999999999,12.12
25000,25000,60,23.83,716.74,10.0,MORTGAGE,84000.0,1.0,debt_consolidation,KS,20.67,2.0,21.0,12.0,19939.0,25.0,0.0,30191.78,25000.0,5191.78,0.23829999999999998,23.83
10000,10000,36,16.29,353.01,5.0,MORTGAGE,72000.0,1.0,other,CA,18.37,0.0,0.0,22.0,7769.0,42.0,0.0,11954.07,10000.0,1954.07,0.1629,16.29
3000,3000,36,10.16,97.03,10.0,MORTGAGE,186000.0,1.0,major_purchase,CA,16.19,0.0,0.0,21.0,62824.0,44.0,1533.96,1838.82,1466.04,372.78,0.1016,10.16
7750,7750,36,12.12,257.86,5.0,MORTGAGE,24000.0,1.0,credit_card,NV,7.15,0.0,60.0,7.0,18848.0,15.0,4012.71,4894.78,3737.29,1157.49,0.12119999999999999,12.12
3250,3250,36,12.12,108.14,2.0,OTHER,24960.0,1.0,debt_consolidation,FL,15.26,0.0,0.0,6.0,2883.0,7.0,0.0,3283.37,3250.0,33.37,0.12119999999999999,12.12
4000,4000,36,15.31,139.27,9.0,MORTGAGE,70000.0,1.0,home_improvement,NJ,8.73,0.0,55.0,5.0,2245.0,8.0,2117.16,2644.99,1882.84,762.15,0.1531,15.31
30000,30000,60,13.11,684.29,2.0,RENT,245000.0,1.0,other,CA,16.32,0.0,40.0,6.0,0.0,20.0,0.0,35011.92,30000.0,5011.92,0.1311,13.11
9600,9600,36,6.62,294.76,5.0,RENT,70000.0,1.0,debt_consolidation,NY,11.65,0.0,0.0,6.0,7301.0,11.0,4780.31,5588.92,4819.69,769.23,0.0662,6.62
24000,24000,60,19.72,632.12,8.0,MORTGAGE,85670.0,1.0,credit_card,WI,31.47,0.0,0.0,15.0,57440.0,40.0,18753.03,12000.59,5246.97,6753.62,0.1972,19.72
14400,14400,36,12.12,479.12,10.0,MORTGAGE,85000.0,1.0,debt_consolidation,CA,17.8,1.0,16.0,19.0,33411.0,46.0,0.0,15584.66,14400.0,1184.66,0.12119999999999999,12.12
3825,3825,36,7.9,119.69,4.0,MORTGAGE,32000.0,1.0,debt_consolidation,NC,32.74,0.0,0.0,6.0,2112.0,15.0,1923.8,2268.22,1901.2,367.02,0.079,7.9
27575,27575,36,14.09,943.66,10.0,MORTGAGE,70000.0,1.0,debt_consolidation,NJ,13.77,0.0,0.0,6.0,41360.0,16.0,14477.42,17913.58,13097.58,4816.0,0.1409,14.09
17325,17325,60,19.05,449.9,8.0,RENT,110800.0,1.0,wedding,PA,7.31,0.0,0.0,7.0,15093.0,21.0,13493.33,8523.59,3831.67,4691.92,0.1905,19.05
5350,5350,36,12.12,178.01,2.0,RENT,37440.0,1.0,debt_consolidation,AR,15.51,0.0,58.0,16.0,4465.0,25.0,0.0,5790.24,5350.0,440.24,0.12119999999999999,12.12
35000,35000,60,22.95,985.67,0.0,OTHER,90000.0,1.0,debt_consolidation,CA,21.34,0.0,0.0,7.0,34910.0,15.0,27843.09,18706.07,7156.92,11549.15,0.22949999999999998,22.95
4000,4000,36,15.31,139.27,10.0,MORTGAGE,70000.0,1.0,vacation,NV,2.18,0.0,0.0,4.0,5838.0,12.0,2117.16,2644.99,1882.84,762.15,0.1531,15.31
28000,28000,60,23.76,801.61,10.0,MORTGAGE,130000.0,0.0,debt_consolidation,GA,26.39,1.0,4.0,19.0,70946.0,34.0,23448.17,12812.29,4551.83,8260.46,0.2376,23.76
6000,6000,36,16.29,211.81,2.0,OTHER,35000.0,0.0,credit_card,IL,28.83,2.0,22.0,16.0,16868.0,34.0,0.0,1409.92,531.27,564.25,0.1629,16.29
12500,12500,36,8.9,396.92,4.0,MORTGAGE,98000.0,1.0,wedding,OH,19.15,0.0,0.0,20.0,41405.0,55.0,6320.98,7537.16,6179.02,1358.14,0.08900000000000001,8.9
18000,18000,36,14.33,618.09,6.0,RENT,76760.0,0.0,debt_consolidation,MD,26.89,1.0,10.0,8.0,5707.0,14.0,11432.81,9865.03,6567.19,3266.99,0.1433,14.33
3250,3250,60,23.28,92.15,9.0,RENT,55000.0,1.0,other,NJ,11.52,0.0,33.0,29.0,2820.0,53.0,2593.67,1740.3,656.33,1083.97,0.2328,23.28
10000,10000,36,17.77,360.38,10.0,RENT,35000.0,0.0,debt_consolidation,NC,24.21,0.0,0.0,9.0,10098.0,11.0,5691.02,6541.72,4308.98,2232.74,0.1777,17.77
6075,6075,36,6.03,184.9,0.0,OTHER,22000.0,1.0,debt_consolidation,AL,9.55,0.0,0.0,11.0,6862.0,18.0,3008.86,3509.14,3066.14,443.0,0.0603,6.03
15000,15000,36,7.9,469.36,3.0,RENT,58000.0,1.0,other,MD,5.4,0.0,0.0,15.0,3142.0,25.0,7530.47,8911.57,7469.53,1442.04,0.079,7.9
20000,20000,36,14.09,684.43,4.0,RENT,57000.0,1.0,credit_card,OR,14.65,0.0,0.0,10.0,18439.0,21.0,10505.02,12986.31,9494.98,3491.33,0.1409,14.09
24000,24000,60,19.05,623.24,2.0,MORTGAGE,95000.0,1.0,credit_card,WA,16.76,0.0,53.0,12.0,19262.0,47.0,0.0,28292.69,24000.0,4292.69,0.1905,19.05
8000,8000,36,7.62,249.3,1.0,MORTGAGE,84000.0,1.0,credit_card,CO,11.45,0.0,0.0,21.0,22728.0,24.0,4016.35,4723.2,3983.65,739.55,0.0762,7.62
12700,12700,36,6.62,389.94,0.0,MORTGAGE,45000.0,1.0,major_purchase,IL,7.25,0.0,0.0,11.0,969.0,13.0,6316.79,7402.02,6383.21,1018.81,0.0662,6.62
10000,10000,36,14.09,342.22,10.0,OTHER,55000.0,1.0,major_purchase,CT,20.9,0.0,0.0,11.0,12187.0,22.0,5253.38,6491.92,4746.62,1745.3,0.1409,14.09
17250,17250,36,15.8,604.76,8.0,RENT,44000.0,1.0,debt_consolidation,CA,22.47,0.0,0.0,12.0,17685.0,21.0,9163.93,11481.7,8086.07,3395.63,0.158,15.8
3000,3000,36,11.14,98.42,5.0,MORTGAGE,42000.0,1.0,debt_consolidation,OH,24.34,0.0,26.0,10.0,4267.0,21.0,1541.32,1869.6,1458.68,410.92,0.1114,11.14
7500,7500,36,11.14,246.04,1.0,MORTGAGE,39000.0,1.0,credit_card,GA,20.65,0.0,0.0,12.0,12541.0,29.0,3853.19,4674.22,3646.81,1027.41,0.1114,11.14
26400,26400,36,8.9,838.29,10.0,MORTGAGE,174000.0,1.0,other,CA,5.98,0.0,29.0,9.0,7676.0,19.0,13354.48,15912.93,13045.53,2867.4,0.08900000000000001,8.9
18225,18225,36,13.11,615.04,7.0,RENT,47000.0,1.0,small_business,CA,5.11,0.0,0.0,4.0,6034.0,12.0,10003.17,11067.48,8221.83,2845.65,0.1311,13.11
12000,12000,36,17.77,432.45,9.0,MORTGAGE,87000.0,1.0,debt_consolidation,CA,2.76,1.0,19.0,7.0,6554.0,29.0,0.0,14242.42,12000.0,2242.42,0.1777,17.77
9600,9600,36,16.29,338.89,4.0,RENT,65000.0,1.0,debt_consolidation,FL,18.92,0.0,0.0,15.0,18824.0,27.0,5119.75,6430.17,4480.25,1949.92,0.1629,16.29
15575,15575,36,14.09,533.0,2.0,MORTGAGE,110000.0,1.0,credit_card,NY,11.35,0.0,33.0,12.0,25995.0,22.0,8183.17,10109.72,7391.83,2717.89,0.1409,14.09
12000,12000,36,17.77,432.45,5.0,MORTGAGE,52000.0,1.0,debt_consolidation,FL,9.99,2.0,17.0,12.0,6017.0,17.0,6460.19,8212.05,5539.81,2672.24,0.1777,17.77
